sentence,target_bigram,difficulty
bringing a long string of meaningful changes helped them move along the path,ng,2
a strong running engine changed everything along the long and winding route,ng,2
the ring of singing changed everything along the strong and engaging string,ng,2
bringing strong and meaningful changes to running helped along the long string of progress,ng,2
the singer brought a long and strong and genuinely engaging string of songs,ng,2
a strong singing ring changed everything along the long and winding route,ng,2
bringing long string changes helped along the strong running and engaging engine,ng,2
the ring of singing changed the long strong and engaging string,ng,2
a strong running engine changed everything along the long and engaging string,ng,2
the singer brought a long strong and genuinely engaging string of songs,ng,2
bringing strong changes to running helped the long and genuinely engaging string along,ng,2
the ring of singing changed everything along the strong and long and engaging string,ng,2
a strong running engine changed the long and engaging string along the route,ng,2
bringing long string changes helped along the strong and genuinely singing ring,ng,2
the singer brought a long and strong and genuinely engaging song string performance,ng,2
a strong singing ring changed the long and engaging string along the route,ng,2
bringing long changes to running helped along the strong and engaging string,ng,2
